No.	PN Title	Content	Sector	Customer	Focus	Services	Technology	Application	Tools	Published	Presentation	Author	Name	Project	Modified By	Modified	Item Type	Path
332	Schutzsystem für Hochspannungsanlagen	Ein Kunde möchte schnell eine neue Generation von Schutzsystemen für Hochspannungsanlagen auf den Markt bringen. Zühlke Spezialisten übernehmen vor Ort ein Teilprojekt, das plangemäß ins Gesamtsystem integriert wird.	Energy & Water	ABB	Product Innovation	"Development;#_ Product innovation"				01.07.2005		fit/va	pn_332_d_schutzsystem_hochspannung_web.pdf	1524A-06	Feer, Michael	02.09.2010 10:01	Item	services/bd/pn/Project Notes published
330	Anlagensimulator für eine Zugbildungsanlage	Während der Entwicklung eines Prozess-Steuerungssystems für Zugbildungsanlagen testen die Ingenieure mit einem Simulator Abläufe und Fehlerfälle. So werden Kosten und Zeit gespart und der Betrieb nur minimal behindert.	Transportation & Logistics	Siemens	Software Solutions	"Consulting;#_ Methodology;#__ Software-Testing;#Development;#_ Software solutions;#__ Development support"		Control Systems	"C#;#C++;#Rational Rose;#RUP;#Windows;#RequisitePro; Perforce"	10.11.2004		thk/as	pn_330_d_simulator_zugbildung_web.pdf	5028.02	Feer, Michael	02.09.2010 10:01	Item	services/bd/pn/Project Notes published
329	Sensorgeführtes Fügen von 3 D-Stahlprofilen	Das kostengünstige und flexible Verfahren für leichte, stabile Verbindungen von Metallprofilen ist einfach zu bedienen und zu berechnen. Die Stillstandszeit kann durch offline Vorbereitung des Prozesses minimiert werden.	Automotive	Thyssen	Product Innovation	"Consulting;#__ Business Process Management;#_ Team Training;#Development;#_ Product innovation"	Model-Based Design	"Machine Control Systems;#Innovation Management"	"Matlab;#XML;#ProEngineer"	01.11.2004		wz	pn_329_d_schweissen_stahlprofile_web.pdf	1516A-06	Feer, Michael	02.09.2010 10:00	Item	services/bd/pn/Project Notes published
328	Innovation aus einer Hand: Wasserloses Urinal	Es wird ein neuartiges Syphonsystem für wasserlose Urinale entwickelt. Durch methodische Ideenfindung und strukturiertes Vorgehen erarbeitet Zühlke völlig neue Prinziplösungen in kurzer Zeit.	Devices & Apparatus	Geberit	Product Innovation	"Consulting;#_ Methodology;#__ Innovation technology;#__ Product Development Process;#Development;#_ Product innovation;#__ Building Prototypes"				12.01.2005		edt	pn_328_d_wasserlose_urinale_web.pdf	1339A-07	Feer, Michael	02.09.2010 09:44	Item	services/bd/pn/Project Notes published
327	Team Enabling - Know-how Aufbau im Projekt mit RUP	Mit RUP als Entwicklungsmethode wird Know-how beim Kundenteam aufgebaut. Dieses wird praxisnah angewandt, verhilft dem Team schnell zu Selbstständigkeit und bringt dem Management Invstitionsschutz.	Others	neutral	Software Solutions	"Consulting;#_ Methodology;#__ Software Development Process;#_ Team Training"			RUP	11.10.2004		wwi	pn_327_d_team_enabling_rup_web.pdf		Feer, Michael	02.09.2010 09:43	Item	services/bd/pn/Project Notes published
326	Revisionsverwaltung für Labview Applikationen	Für komplexe LabVIEW Applikationen wird eine Revisionsverwaltungs-Software in Form von Virtual Instruments entwickelt. Das Ziel ist es, bestimmte Softwareversionen identifizierbar zu machen.	Others	internal project	Product Innovation	"Development;#_ Software solutions;#_ Product innovation;#__ Product development"	LabVIEW  		"LabVIEW;#internes Camp"	23.09.2004		fit/re	pn_326_d_labview_engineering_web.pdf		Feer, Michael	02.09.2010 09:42	Item	services/bd/pn/Project Notes published
325	Optimierung des Domain Engineerings	Die neutrale Begutachtung der Software Entwicklung eines Automobil-Zulieferers auf technischer, organisatorischer und methodischer Ebene liefert eine unabhängige und ganzheitliche Analyse der Stärken und Schwächen.	Automotive	Bosch	Software Solutions	"Consulting;#_ Methodology"	Visual Studio Team System			24.08.2004		thk/as	pn_325_d_domain_web.pdf	5065.01.	Feer, Michael	02.09.2010 09:42	Item	services/bd/pn/Project Notes published
324	Injektor für Intraokulare Linsen	Einweg-Medizinalgeräte sind im Trend. Zühlke übernimmt die Gesamtprojektleitung für die Entwicklung eines Injektorsystems von der Machbarkeitsprüfung bis zur Serienreife.	Medical & Laboratory Devices	SIS	Product Innovation	"Development;#_ Product innovation;#__ Product development;#__ Project management;#__ Simulation & Calculation"	Plastics Technology		Pro Engineer	01.11.2006			pn_324_d_injektor_linsen_web.pdf		Feer, Michael	02.09.2010 09:42	Item	services/bd/pn/Project Notes published
322	Simulationssoftware für Neigezüge	Zühlke begleitet die Entwicklung einer neuen Plattform für Neigezugsimulatoren. Die flexible Architektur der Lösung und die Schulung des Kundenteams gewährleisten einfache Weiterentwicklung, Wartung und Bedienung. 	Transportation & Logistics	Alstom	Software Solutions	"Development;#_ Product innovation;#__ Simulation & Calculation"	Real-Time and Embedded Software		"C++;#Rational Rose;#Windows;#CAN Interface"	21.01.2005		rah/fc	pn_322_d_simulation_neigezuege_web.pdf	3506A-05	Feer, Michael	02.09.2010 09:41	Item	services/bd/pn/Project Notes published
319	Testanwendung für JAVA Application Platform	Credit Suisse hat mit Java-Technologien eine Plattform für neue Web-Aplikationen aufgebaut. Für deren automatischen Test wird eine Anwendung entwickelt, die flexibel angepasst und erweitert werden kann.	Banking & Financial services	CSFS	Software Solutions	"Consulting;#_ Methodology;#__ Software-Testing"			"BEAWebLogic;#Eclipse;#Oracle;#QMBridge; JUnitEE; CORBA"	27.08.2004		wid/jdi	pn_319_d_jap_testapplikation_web.pdf	3526A-06	Feer, Michael	02.09.2010 09:41	Item	services/bd/pn/Project Notes published
318	Automatisches Testverfahren mit Softwarealgorithmen	Ein neues Testverfahren zur Erkennung von Prionenerkrankungen soll automatisch ablaufen. Zühlke evaluiert einen im Handel erhältlichen Scanner und entwickelt die Bildverarbeitungsalgorithmen für das Auswerten der Messresultate.	Pharma & Biotech	Prionics	Software Solutions	"Consulting;#_ Methodology;#__ Requirements Engineering"	.NET		"C#;#RUP;#Windows;#XML;#Visual Studio .NET; Visual SourceSafe"	04.10.2004		hop	pn_318_d_prionen_web.pdf	3488A-01	Feer, Michael	02.09.2010 09:40	Item	services/bd/pn/Project Notes published
317	Labormischer: Mehr Funktion bei geringeren Kosten	Der neuartige Labormischer kostet nur ein Fünftel vom Vorgängermodell, weist aber eine bessere Funktion auf und ist anwendungsfreundlicher. Zühlke entwickelt ihn vom Konzept bis zur Nullserie aus einer Hand.	Medical & Laboratory Devices	Prionics	Product Innovation	"Development;#_ Product innovation;#__ Building Prototypes;#__ Production cost reduction"	Plastics Technology		Pro/E	02.03.2006		kr/fit	pn_317_d_labormischer_web.pdf	1513A-06	Martin, Elisabeth	15.08.2011 16:28	Item	services/bd/pn/Project Notes published
316	230V-Sockelvariante für einen Heimrauchmelder	Für einen batteriebetriebenen Heimrauchmelder wird eine 230V-Sockel­variante entwickelt. Die Sicher­heitsanforderungen sowie die Herstellungskosten spielen in diesem Projekt eine vor­rangige Rolle.	Devices & Apparatus	Hekatron	Product Innovation	"Development;#_ Product innovation;#__ Building Prototypes;#__ Production cost reduction"	Plastics Technology		Pro/E	01.06.2005		rar/fit	pn_316_d_heimrauchmelder_web.pdf	1497A-07	Feer, Michael	02.09.2010 09:39	Item	services/bd/pn/Project Notes published
315	GLP-konforme Software zur Chromosomenanalyse	Bevor ein Medikament für den Markt freigegeben werden kann, durchläuft es mehrere Testphasen. Deren computergestützte Auswertung erleichtert die automatisierte Analyse der Mikroskopiedaten.	Pharma & Biotech	Novartis	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"			"MS .NET Framework;#Oracle;#Rational Rose;#RUP;#Visual Studio .NET"	01.06.2005		pdv	pn_315_d_cabscor_web.pdf	7084B-06	Feer, Michael	02.09.2010 09:38	Item	services/bd/pn/Project Notes published
314	Bessere Arbeitsabläufe im Logistiksystem	Die iterativ entwickelte Client-Server Lösung unterstützt die vorhandenen Schnittstellen zu den verschiedenen Stationen, ist konfiguierbar und hat eine flexible Schnittstelle zum übergeordneten Logistiksystem.	Pharma & Biotech	Syngenta	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"			"ADO;#C#;#MS .NET Framework;#Oracle;#RUP;#XML;#Visual Studio .NET"	01.06.2005		wwi	pn_314_d_badmans_web.pdf	3450A-07	Feer, Michael	02.09.2010 09:38	Item	services/bd/pn/Project Notes published
312	Team Enabling für Embedded Systems im Maschinenbau	Für die Einführung von neuen Technologien schult Zühlke das Kundenteam zielgerichtet während des Projektes. Durch dieses projektbezogene Team Enabling wird ein optimales Kosten- Nutzen Verhältnis erreicht.	Measuring, Steering & Control	Dornier	Software Solutions	"Consulting;#_ Team Training;#Development;#__ Development support"	Model-Based Design		"Matlab;#Rational Rose;#Rhapsody;#RUP;#Simulink;#UML;#C++; OO, Team Enabling, Realisierung"	17.01.2005		eg/rah	pn_312_d_team_enabling_maschinenbau_web.pdf	3399A-06	Feer, Michael	02.09.2010 09:38	Item	services/bd/pn/Project Notes published
311	In-Vitro-System	Bionas entwickelt ein In-Vitro-System, welches die Wirkung von Testsubstanzen auf lebende Zellen untersucht. Dabei liefern Bio-Chips gezielte Daten über den Teststoff, bevor dieser im Versuch eingesetzt wird. 	Medical & Laboratory Devices	Bionas	Product Innovation	"Development;#_ Product innovation;#__ Product development;#__ Building Prototypes"				01.06.2005		jwe	pn_311_d_in_vitro_system_web.pdf	7086C-06	Feer, Michael	02.09.2010 09:37	Item	services/bd/pn/Project Notes published
310	Analyse des Schweizer eft/pos Markts	Zühlke analysiert den Schweizer eft/pos Markt. Die Studie zeigt, dass ep2 den Wettbewerb zwischen den Beteiligten fördert. Sie listet alle Anbieter auf und zeigt die Auswirkungen von ep2 auf die vorhandene Infrastruktur.	Banking & Financial services	VBZ	"Software Solutions;#Management Consulting"	Consulting		"Electronic Payments;#Information Management"	Electronic Payments	01.06.2005		mos	pn_310_d_analyse_eft_pos_markt_web.pdf	2188A-06	Feer, Michael	02.09.2010 09:37	Item	services/bd/pn/Project Notes published
309	ep2 Einführung und Migration	"Billettautomaten sollen weitere Funktionen erhalten. Ein ep2 Spezialist von Zühlke berät den Kunden, begleitet und schult das Kundenteam. Dies verkürzt die ""Time to Market"" und gibt dem Projektteam mehr Sicherheit."	Banking & Financial services	SBB	"Software Solutions;#Management Consulting"	"Integration;#_ Business Process Management"			ep2, EMV, Business Modelling	01.06.2005		mos	pn_309_d_ep2_beratung_web.pdf	2166A-06	Feer, Michael	02.09.2010 09:36	Item	services/bd/pn/Project Notes published
308	Signalauswertung bei medizinischem Messgerät	Ein medizinisches Messgerät zeichnet kontinuierlich physiologische Vorgänge auf, um durch algorythmische Signalauswertung den Wertetrend darzustellen. So wird der Entwicklungszyklus erheblich verkürzt.	Medical & Laboratory Devices	Pendragon	Product Innovation	"Development;#_ Product innovation;#__ Simulation & Calculation"	"Model-Based Design;#Microprocessors"		"Matlab;#Simulink"	01.05.2006		ras/fit	pn_308_d_alsogo_web.pdf	1530A-06	Feer, Michael	02.09.2010 09:31	Item	services/bd/pn/Project Notes published
307	Automatisierung des Tests für eine Bahnleitsystem-Software	"Der ""Smoke Test"", welcher die Lauffähigkeit eines Systems nachweist, wird automatisiert. Die resultierende Testumgebung ist für alle Zielsysteme und Architekturen einheitlich und in die bestehende Struktur eingepasst."	Transportation & Logistics	Siemens	Software Solutions	"Consulting;#_ Methodology;#__ Software-Testing"			"Windows;#Alpha OpenVMS; ActiveState Perl; Rational Robot; Rational ClearCase; Smoke Test"	09.08.2004		lgn/row (pa)	pn_307_d_testautomatisierung_web.pdf	3510B-06	Feer, Michael	02.09.2010 09:30	Item	services/bd/pn/Project Notes published
306	Normgerechtes Testkonzept für Bahnleitsytem-Software	Das von Zühlke entwickelte Testkonzept bildet die Brücke zwischen Technik, Normen, Realisierbarkeit, Umsetzung, Qualität und Sicherheit. Zusätzlich macht es den Testprozess schlanker und effektiver.	Transportation & Logistics	Siemens	Software Solutions	"Consulting;#_ Methodology;#__ Software-Testing"		Control Systems	"Windows;#Alpha OpenVMS; ActiveState Perl; Rational Robot; Rational ClearCase; Smoke Test"	09.08.2004		lgn/row (pa)	pn_306_d_testkonzept_eisenbahnleitsystem_web.pdf	3510A-07	Feer, Michael	02.09.2010 09:30	Item	services/bd/pn/Project Notes published
305	Das elektronische Ticket: IntermobilPASS Dresden	Die Region Dresden setzt das elektronische Ticketing für die öffentlichen Transportmittel im Pilotversuch ein. Dieses erlaubt dem Fahrgast, das öffentliche Verkehrsnetz zu nutzen und monatlich nach Aufwand zu bezahlen.	Transportation & Logistics	Siemens VDO	Software Solutions	"Development;#_ Software solutions;#__ Development support"	Windows CE		"C++;#Windows;#Java, Visual Studio"	01.06.2005		hop/stz (pa)	pn_305_d_intermobil_web.pdf	3478A-06	Feer, Michael	02.09.2010 09:30	Item	services/bd/pn/Project Notes published
304	"""High-Speed""-Analyse einer Wagenkupplung"	Aufnahmen mit einer High-Speed Kamera zeigen Vorgänge im Kupplungsbereich von Eisenbahnwagen, die sonst nicht zu erkennen sind. Anschliessend simulieren Zühlke Spezialisten die Abläufe am Computer.	Transportation & Logistics	SBB	Product Innovation	"Development;#_ Product innovation;#__ Simulation & Calculation"				01.06.2005		htm	pn_304_d_highspeed_analyse_wagenkupplung_web.pdf	1528-07	Feer, Michael	02.09.2010 09:29	Item	services/bd/pn/Project Notes published
303	Planung einer Telekommunikations-Diensteplattform	Die Planungsaktivitäten für die Abwicklung von über 3000 Diensten werden gebündelt. Zühlke berücksichtigt alle Ziele und Anforderungen sowie bisherige Projekte des Kunden und die komplexe Technik in den Projektbausteinen.	Telecommunications	Vodafone	Software Solutions	"Consulting;#__ Change Management;#__ Platform & Module strategies;#Integration;#_ Business Process Management;#_ Service-oriented Architectures"			SPR Knowledge Base	01.06.2005		thk/as	pn_303_d_telekommunikations_diensteplattform_web.pdf	5032-11	Feer, Michael	02.09.2010 09:29	Item	services/bd/pn/Project Notes published
302	Leichtgewichtige RUP-Adaptierung	Das Requirements-Management wird nach RUP an die speziellen Bedürfnisse des Kunden angepasst. So werden durch moderne Verfahren die geeigneten Methoden ausgewählt und die Effizienz gesteigert.	Telecommunications	Vodafone	Software Solutions	"Consulting;#_ Methodology;#__ Requirements Engineering;#__ Software Development Process"	Visual Studio Team System		RUP	01.06.2005		thk/as	pn_302_d_rmrollout_web.pdf	5032.09	Feer, Michael	02.09.2010 09:28	Item	services/bd/pn/Project Notes published
301	Neue Generation Maschinensteuerungs-software	"In einer Studie wird die Eignung von Windows als ""soft""-Realtime System geprüft. Zühlke schult das Entwicklerteam durch Know-how-Transfer. Anschliessend wird ein Teilsystem als erstes OO-Projekt schrittweise eingesetzt."	Measuring, Steering & Control	Alphasem	Software Solutions	"Consulting;#_ Methodology;#__ Software Development Process;#_ Team Training"		Machine Control Systems	"C++;#Rational Rose;#RUP;#Windows;#OO; Team Enabling"	24.03.2004		sph /rah	pn_301_d_maschinensteuerungs_software_web.pdf	3132A-06	Feer, Michael	02.09.2010 09:27	Item	services/bd/pn/Project Notes published
300	POS-System basierend auf Pre Engineered Modules	Der Kunde optimiert seine POS-Syste­me durch einen modularen Aufbau. Zühlke entwickelt ein kundenspezifisch angepasstes Mainboard, das auf Pre-Engineered Modules (PEM) basiert und große Flexibilität für die Zukunft bietet. 	Devices & Apparatus	Comsys	Product Innovation	"Development;#_ Product innovation;#__ Product development"		Embedded Systems	Pre Engineered Modules	01.06.2005		rva/fit	pn_300_d_pos_system_web.pdf	1563A-06	Feer, Michael	02.09.2010 09:27	Item	services/bd/pn/Project Notes published
299	Steuerung einer neuen Radiotherapiemaschine	Für eine Radiotherapiemaschine wird eine neue Steuerung entwickelt. Die präzise Positionierung des Patienten ermöglicht eine gezielte Bestrahlung von kleinen Gewebefeldern. Re Use und Neuentwicklung ergänzen sich ideal.	Medical & Laboratory Devices	Varian	Software Solutions	"Development;#_ Product innovation;#__ Product development"	Real-Time and Embedded Software		"RUP;#Embedded; Case Tools;"	01.06.2005		has/ rah	pn_299_d_obi_web.pdf	3457A-06	Feer, Michael	02.09.2010 09:27	Item	services/bd/pn/Project Notes published
298	Intranet für Kundenberater	In Beratungsgesprächen mit Bankkunden müssen Informationen schnell und in der richtigen Form zur Verfügung stehen. Deshalb wird das Projektteam zu  verschiedenen Methoden des Usability Engineerings gecoacht.	Banking & Financial services	SHKB	Software Solutions	"Consulting;#_ Methodology;#__ Usability;#__ Requirements Engineering;#_ Team Training"			"Team Enabling; Usability"	01.06.2005		mdf/wid	pn_298_d_team_enabling_usability_web.pdf	3512A-06	Feer, Michael	02.09.2010 09:26	Item	services/bd/pn/Project Notes published
